Id	Longitude	Latitude	Depth	RecentDate	OldestDate	Archive	Material	DOI	Reference
57	91.857	32.572	5133.0	-0.056	-0.056	2	6	23	24
58	95.977	34.158	4701.0	-0.056	-0.056	2	6	23	24
59	95.977	34.158	4701.0	-0.056	-0.056	2	6	23	24
60	95.977	34.158	4701.0	-0.056	-0.056	2	6	23	24
61	95.977	34.158	4701.0	-0.056	-0.056	2	6	23	24
62	95.977	34.158	4701.0	-0.056	-0.056	2	6	23	24
63	98.65	35.227	4095.0	-0.056	-0.056	2	6	23	24
64	98.65	35.227	4095.0	-0.056	-0.056	2	6	23	24
65	98.65	35.227	4095.0	-0.056	-0.056	2	6	23	24
66	98.65	35.227	4095.0	-0.056	-0.056	2	6	23	24
67	98.65	35.227	4095.0	-0.056	-0.056	2	6	23	24
68	31.17	1.835	615.0	7.1178434	14.334423	2	6	24	25
69	31.17	1.835	615.0	7.1178434	14.334423	2	6	24	25
70	31.17	1.835	615.0	7.1178434	14.334423	2	6	24	25
71	9.621444	58.042222	285.0	-0.05	0.434	3	1	25	26
72	9.621444	58.042222	285.0	-0.05	0.434	3	1	25	26
73	9.621444	58.042222	285.0	-0.05	0.434	3	1	25	26
74	9.621444	58.042222	285.0	-0.05	0.434	3	1	25	26
75	9.621444	58.042222	285.0	-0.05	0.434	3	1	25	26
76	9.621444	58.042222	285.0	-0.043	0.401	3	1	26	27
77	9.621444	58.042222	285.0	-0.05	0.434	3	1	25	26
78	9.621444	58.042222	285.0	-0.05	0.434	3	1	25	26
79	9.621444	58.042222	285.0	-0.05	0.444	3	1	25	26
80	9.621444	58.042222	285.0	-0.05	0.444	3	1	25	26
81	9.621444	58.042222	285.0	-0.05	0.444	3	1	25	26
82	9.621444	58.042222	285.0	-0.05	0.422	3	1	25	26
83	9.621444	58.042222	285.0	-0.05	0.434	3	1	25	26
84	8.709083	57.840556	420.0	-0.043	1.06	3	1	26	27
85	8.709083	57.840556	420.0	-0.05	1.06	3	1	26	27
86	8.709083	57.840556	420.0	-0.05	1.06	3	1	26	27
87	8.709083	57.840556	420.0	-0.043	1.06	3	1	26	27
88	17.43	36.45	3376.0	13.20350877	102.3226695	3	8	27	28
89	17.43	36.45	3376.0	2.122257053	110.8167765	3	8	27	28
90	11.11	48.01	533.0	-0.01208	15.58837	2	2	28	29
91	-77.5	-9.0	6050.0	-0.043	0.056	1	5	29	30
92	-77.5	-9.0	6050.0	-0.043	0.056	1	5	29	30
93	-77.5	-9.0	6050.0	-0.043	0.056	1	5	29	30
94	-77.5	-9.0	6050.0	-0.043	0.056	1	5	29	30
95	-70.36	-73.59	1400.0	-0.0555	0.0925	1	5	30	31
96	35.5	29.45	19.0	-0.042	0.162	3	4	31	32
97	35.5	29.45	19.0	-0.042	0.162	3	4	31	32
98	35.5	29.45	19.0	-0.042	0.064	3	4	32	32
99	35.5	29.45	19.0	-0.05048	-0.04901	3	4	31	32
100	35.5	29.45	19.0	-0.05048	-0.04855	3	4	31	32
101	35.5	29.45	19.0	-0.04921	-0.04021	3	4	33	33
102	35.5	29.45	19.0	-0.04908	-0.04425	3	4	31	32
103	35.5	29.45	29.0	-0.05048	-0.04911	3	4	31	32
104	35.5	29.45	42.0	-0.05046	-0.049	3	4	31	32
105	35.5	29.45	7.0	-0.05046	-0.0492	3	4	31	32
106	34.96667	29.43333	1.0	-0.042	0.162	3	4	32	34
107	34.96667	29.43333	1.0	-0.042	0.064	3	4	32	34
108	35.35	26.2	1475.0	3.9468	6.2884	3	8	34	35
109	47.13667	79.925	388.0	0.0	9.649968362	3	1	35	36
110	47.13667	79.925	388.0	0.0	9.875273665	3	1	35	36
111	47.13667	79.925	388.0	0.0	9.875273665	3	1	35	36
112	47.13667	79.925	388.0	0.0	10.71803979	3	8	35	36
113	24.0	79.83	750.0	-0.048	0.55	1	5	36	37
114	-21.551	65.9566	94.0	0.1	1.6	3	1	37	38
